X1,X2,Y1,Y2,ProbabilityWeight,prefix,PointProbability
0.256310051772,856.750213275,223.09369152,2998.8051635,0.05,991,0.000438746816083
0.256310051772,1309.89955769,339.240423447,4584.82786894,0.05,992,0.000438746816083
0.256310051772,386.38714058,102.534908006,1352.53440907,0.05,993,0.000438746816083
0.256310051772,1370.95343586,354.889146123,4798.51644256,0.05,994,0.000438746816083
0.256310051772,1887.95308161,487.40135209,6608.01520266,0.05,995,0.000438746816083
0.256310051772,372.054648207,98.8613461438,1302.37068576,0.05,996,0.000438746816083
0.256310051772,705.044081599,184.209885056,2467.83370263,0.05,997,0.000438746816083
0.256310051772,906.809267333,235.924330257,3174.0118527,0.05,998,0.000438746816083
0.256310051772,1816.30117256,469.036247571,6357.23352098,0.05,999,0.000438746816083
0.256310051772,1321.71144926,342.267929987,4626.16948945,0.05,1000,0.000438746816083
1.0,936.044841291,939.544841291,3276.85694452,0.05,1001,3.71680091769e-09
1.0,1279.09771243,1282.59771243,4477.54199351,0.05,1002,3.71680091769e-09
1.0,498.318906989,501.818906989,1744.81617446,0.05,1003,3.71680091769e-09
1.0,578.342049052,581.842049052,2024.89717168,0.05,1004,3.71680091769e-09
1.0,1073.82443153,1077.32443153,3759.08551036,0.05,1005,3.71680091769e-09
1.0,1826.64347389,1830.14347389,6393.95215863,0.05,1006,3.71680091769e-09
1.0,1044.34419122,1047.84419122,3655.90466926,0.05,1007,3.71680091769e-09
1.0,1962.04605651,1965.54605651,6867.86119779,0.05,1008,3.71680091769e-09
1.0,1070.89077427,1074.39077427,3748.81770994,0.05,1009,3.71680091769e-09
1.0,1205.32042049,1208.82042049,4219.32147171,0.05,1010,3.71680091769e-09
1.0,1846.89457152,1850.39457152,6464.83100033,0.05,1011,3.71680091769e-09
1.0,1640.65157474,1644.15157474,5742.98051159,0.05,1012,3.71680091769e-09
1.0,1997.36973131,2000.86973131,6991.49405959,0.05,1013,3.71680091769e-09
1.0,347.638160071,351.138160071,1217.43356025,0.05,1014,3.71680091769e-09
1.0,1113.64124508,1117.14124508,3898.44435779,0.05,1015,3.71680091769e-09
1.0,282.592608194,286.092608194,989.774128677,0.05,1016,3.71680091769e-09
1.0,86.2569031506,89.7569031506,302.599161027,0.05,1017,3.71680091769e-09
1.0,1889.41402964,1892.91402964,6613.64910373,0.05,1018,3.71680091769e-09
1.0,131.252543566,134.752543566,460.08390248,0.05,1019,3.71680091769e-09
1.0,18.4446391692,21.9446391692,65.2562370924,0.05,1020,3.71680091769e-09
1.0,1737.8758252,1741.3758252,6083.2653882,0.05,1021,3.71680091769e-09
1.0,83.2135891736,86.7135891736,291.947562107,0.05,1022,3.71680091769e-09
1.0,1197.33352847,1200.83352847,4191.36734966,0.05,1023,3.71680091769e-09
1.0,425.275610859,428.775610859,1489.16463801,0.05,1024,3.71680091769e-09
1.0,273.223195754,276.723195754,956.98118514,0.05,1025,3.71680091769e-09
1.0,1021.93236095,1025.43236095,3577.46326334,0.05,1026,3.71680091769e-09
1.0,1778.54355047,1782.04355047,6225.60242664,0.05,1027,3.71680091769e-09
1.0,150.833647268,154.333647268,528.617765437,0.05,1028,3.71680091769e-09
1.0,1209.03164502,1212.53164502,4232.31075759,0.05,1030,3.71680091769e-09
1.0,411.360996871,414.860996871,1440.46348905,0.05,1031,3.71680091769e-09
1.0,743.930774448,747.430774448,2604.45771057,0.05,1032,3.71680091769e-09
1.0,1467.89396402,1471.39396402,5138.32887408,0.05,1029,3.71680091769e-09
1.0,426.671415201,430.171415201,1494.0499532,0.05,1033,3.71680091769e-09
1.0,673.799919121,677.299919121,2358.99971692,0.05,1034,3.71680091769e-09
1.0,1876.96149384,1880.46149384,6570.06522843,0.05,1035,3.71680091769e-09
1.0,1048.56024986,1052.06024986,3670.66087452,0.05,1037,3.71680091769e-09
1.0,113.292341147,116.792341147,397.223194014,0.05,1036,3.71680091769e-09
1.0,1740.14328833,1743.64328833,6091.20150916,0.05,1038,3.71680091769e-09
1.0,299.336688197,302.836688197,1048.37840869,0.05,1039,3.71680091769e-09
1.0,233.863712809,237.363712809,819.22299483,0.05,1040,3.71680091769e-09
1.0,1443.05451574,1446.55451574,5051.39080509,0.05,1042,3.71680091769e-09
1.0,496.101250988,499.601250988,1737.05437846,0.05,1041,3.71680091769e-09
1.0,506.332860912,509.832860912,1772.86501319,0.05,1043,3.71680091769e-09
1.0,250.530914927,254.030914927,877.558202246,0.05,1044,3.71680091769e-09
1.0,553.694990592,557.194990592,1938.63246707,0.05,1045,3.71680091769e-09
1.0,1928.02381747,1931.52381747,6748.78336113,0.05,1046,3.71680091769e-09
1.0,962.88836537,966.38836537,3370.80927879,0.05,1047,3.71680091769e-09
1.0,1640.96076173,1644.46076173,5744.06266605,0.05,1048,3.71680091769e-09
1.0,857.299073799,860.799073799,3001.2467583,0.05,1049,3.71680091769e-09
1.0,1114.09456961,1117.59456961,3900.03099363,0.05,1050,3.71680091769e-09
1.0,1097.99158506,1101.49158506,3843.6705477,0.05,1051,3.71680091769e-09
1.0,1853.19913362,1856.69913362,6486.89696765,0.05,1052,3.71680091769e-09
1.0,1441.22173531,1444.72173531,5044.97607359,0.05,1053,3.71680091769e-09
1.0,1100.71340182,1104.21340182,3853.19690638,0.05,1054,3.71680091769e-09
1.0,454.300631875,457.800631875,1590.75221156,0.05,1055,3.71680091769e-09
1.0,1473.51959848,1477.01959848,5158.01859467,0.05,1056,3.71680091769e-09
1.0,1590.79549219,1594.29549219,5568.48422267,0.05,1057,3.71680091769e-09
1.0,1121.92246577,1125.42246577,3927.42863019,0.05,1058,3.71680091769e-09
1.0,1925.5497963,1929.0497963,6740.12428705,0.05,1059,3.71680091769e-09
1.0,1572.82095299,1576.32095299,5505.57333548,0.05,1060,3.71680091769e-09
1.0,1455.10123238,1458.60123238,5093.55431334,0.05,1061,3.71680091769e-09
1.0,427.407887398,430.907887398,1496.62760589,0.05,1062,3.71680091769e-09
1.0,1161.13605051,1164.63605051,4064.6761768,0.05,1063,3.71680091769e-09
1.0,1619.55505042,1623.05505042,5669.14267647,0.05,1064,3.71680091769e-09
1.0,1562.10068231,1565.60068231,5468.05238807,0.05,1065,3.71680091769e-09
1.0,958.668069672,962.168069672,3356.03824385,0.05,1066,3.71680091769e-09
1.0,845.076147664,848.576147664,2958.46651682,0.05,1067,3.71680091769e-09
1.0,1391.21136754,1394.71136754,4869.93978638,0.05,1069,3.71680091769e-09
1.0,1392.84077133,1396.34077133,4875.64269965,0.05,1068,3.71680091769e-09
1.0,655.755708612,659.255708612,2295.84498014,0.05,1070,3.71680091769e-09
1.0,7.35898548909,10.8589854891,26.4564492118,0.05,1071,3.71680091769e-09
1.0,1915.4061321,1918.9061321,6704.62146234,0.05,1072,3.71680091769e-09
1.0,1631.97871662,1635.47871662,5712.62550815,0.05,1073,3.71680091769e-09
1.0,1099.55857953,1103.05857953,3849.15502834,0.05,1074,3.71680091769e-09
1.0,1686.82404926,1690.32404926,5904.58417242,0.05,1075,3.71680091769e-09
1.0,660.90025675,664.40025675,2313.85089863,0.05,1076,3.71680091769e-09
1.0,680.181429414,683.681429414,2381.33500295,0.05,1077,3.71680091769e-09
1.0,627.298511245,630.798511245,2196.24478936,0.05,1078,3.71680091769e-09
1.0,680.613756804,684.113756804,2382.84814881,0.05,1079,3.71680091769e-09
1.0,411.943055785,415.443055785,1442.50069525,0.05,1080,3.71680091769e-09
1.0,1581.89237061,1585.39237061,5537.32329715,0.05,1081,3.71680091769e-09
1.0,294.254529824,297.754529824,1030.59085438,0.05,1082,3.71680091769e-09
1.0,1174.97351141,1178.47351141,4113.10728994,0.05,1083,3.71680091769e-09
1.0,25.5522513822,29.0522513822,90.1328798376,0.05,1084,3.71680091769e-09
1.0,1316.52809384,1320.02809384,4608.54832845,0.05,1085,3.71680091769e-09
1.0,373.934795236,377.434795236,1309.47178333,0.05,1086,3.71680091769e-09
1.0,1775.49971449,1778.99971449,6214.9490007,0.05,1087,3.71680091769e-09
1.0,1434.34798844,1437.84798844,5020.91795954,0.05,1088,3.71680091769e-09
1.0,1635.99849577,1639.49849577,5726.69473519,0.05,1089,3.71680091769e-09
1.0,446.621573634,450.121573634,1563.87550772,0.05,1090,3.71680091769e-09
1.0,856.750213275,860.250213275,2999.32574646,0.05,1091,3.71680091769e-09
1.0,1309.89955769,1313.39955769,4585.3484519,0.05,1092,3.71680091769e-09
1.0,1370.95343586,1374.45343586,4799.03702552,0.05,1094,3.71680091769e-09
1.0,372.054648207,375.554648207,1302.89126872,0.05,1096,3.71680091769e-09
1.0,386.38714058,389.88714058,1353.05499203,0.05,1093,3.71680091769e-09
1.0,705.044081599,708.544081599,2468.3542856,0.05,1097,3.71680091769e-09
1.0,1887.95308161,1891.45308161,6608.53578563,0.05,1095,3.71680091769e-09
1.0,906.809267333,910.309267333,3174.53243567,0.05,1098,3.71680091769e-09
1.0,1816.30117256,1819.80117256,6357.75410395,0.05,1099,3.71680091769e-09
1.0,1321.71144926,1325.21144926,4626.69007241,0.05,1100,3.71680091769e-09
